Firm.Name,City,State,Firm.Number,Registration.Date,Expires,Type of Business,Last.Updated,Board Order
"ASSURE CPA, LLC",Spokane,WA,6692,11/06/2020,06/30/2026,Limited Liability Company,,
"DECORIA, BLAIR & TEAGUE, P.S.",Spokane,WA,6686,10/08/2020,06/30/2026,P.S. Corporation,,
EVERGREEN ACCOUNTING PLLC,WENATCHEE,WA,6688,10/23/2020,06/30/2023,Limited Liability Company,,
COMMENCEMENT BAY CPA PLLC,University Place,WA,6689,11/03/2020,06/30/2026,Limited Liability Company,,
"REAL-TIME ACCOUNTING SERVICES, LLC",SPOKANE,WA,6690,11/03/2020,10/06/2022,Limited Liability Company,,
"CAROL A. NYGREN, CPA, PS",SEATTLE,WA,2449,02/05/1991,06/30/2025,P.S. Corporation,,
"BRIAN F. BRAY, P.S.",Bellevue,WA,2653,11/04/1991,06/30/2025,P.S. Corporation,,
"DAVID E. FISHER, CPA",Union,WA,1449,05/12/1987,06/30/2022,Sole Proprietorship,,
"GLEN A. AUSTIN, CPA",Chelan,WA,1478,06/05/1987,06/30/2028,Sole Proprietorship,,
"RICHARD S. BROWN, CPA",Cowiche,WA,2753,04/15/1992,06/30/2027,Sole Proprietorship,,
Karen L Crouse CPA PS,Port Angeles,WA,2269,05/02/1990,06/30/2024,P.S. Corporation,,
"DARLENE G. JOHNSON, CPA",WOODLAND,WA,345,02/29/1984,07/01/2021,Sole Proprietorship,,
"BERNIE LITTLE, PS",Redmond,WA,3220,08/30/1994,10/12/2021,P.S. Corporation,,
"MALONE & ASSOCIATES CPAS, PLLC",Vancouver,WA,4906,01/31/2006,06/30/2027,Limited Liability Company,,
"GARY W. LIEN, CPA",MOUNT VERNON,WA,4908,01/31/2006,07/01/2021,Sole Proprietorship,,
"DELAINE HESS GRUBER, CPA",Spokane,WA,4905,01/31/2006,06/30/2024,Limited Liability Company,,
"ROBERT TURNER, CPA PLLC",Bellingham,WA,4910,01/31/2006,06/30/2027,Limited Liability Company,,
"LYNN JACKSON, CPA",EDMONDS,WA,4911,01/31/2006,07/01/2021,Sole Proprietorship,,
"PRESNELL GAGE, PLLC",Pullman,WA,4919,03/01/2006,06/30/2027,Limited Liability Company,,
"RJG, A PROFESSIONAL CORPORATION",FAIRBANKS,AK,47110,11/25/2008,06/30/2023,P.S. Corporation,,
NDB ACCOUNTANTS & CONSULTANTS LLP,ATLANTA,GA,5222,12/30/2008,06/30/2020,Limited Liability Company,,
"TED G STOCK, CPA, PLLC",Seattle,WA,5213,12/15/2008,06/30/2026,Limited Liability Company,,
"DAVID M. LONG JR., CPA",Lynden,WA,47281,02/25/2010,06/30/2028,Sole Proprietorship,,
TURNER WARREN HWANG & CONRAD AC,Burbank,CA,47258,01/22/2010,06/30/2025,P.S. Corporation,,
MICHAEL D CAPRYE CPA PLLC,Spokane,WA,6703,01/11/2021,06/30/2027,Limited Liability Company,,
"PAUL V. TAGGART, CPA PLLC",Everett,WA,6707,01/25/2021,06/30/2027,Limited Liability Company,,
"KELL B. RABERN, CPA",Issaquah,WA,6706,01/21/2021,06/30/2027,Sole Proprietorship,,
"ERNEST JONSON CPA, PLLC",MERCER ISLAND,WA,6705,01/19/2021,06/30/2024,Professional Corporation,,
HILSINGER & COMPANY,Mount Vernon,WA,48591,02/04/2021,06/30/2027,Sole Proprietorship,,
"Michelle Kim CPA, PC",Lynnwood,WA,50036,04/07/2021,06/30/2027,P.S. Corporation,,
"PAULSEN MEGAARD & COMPANY, PS",Bothell,WA,2735,03/19/1992,06/30/2027,P.S. Corporation,,
"EVA M. WAGNER DONAHOO, CPA",EDMONDS,WA,1174,03/27/1985,07/14/2021,Sole Proprietorship,,
"HERMAN & ASSOCIATES, CPAS, PC",White Salmon,WA,2162,03/08/1990,06/30/2027,P.S. Corporation,,
"LINDA R. LUBOW, CPA",Seattle,WA,3221,08/31/1994,06/30/2027,Sole Proprietorship,,
R/W GRAHAM & ASSOCIATES,Fall City,WA,3224,09/02/1994,06/30/2027,Partnership,,
"STEVE KANE, CPA",Lacey,WA,3633,03/11/1997,06/30/2025,Sole Proprietorship,,
"KEVIN A. IVERSON, CPA",UNIVERSITY PLACE,WA,3856,02/09/1998,04/07/2021,Sole Proprietorship,,
"LOVERIDGE HUNT & CO., PLLC",Bellevue,WA,4054,05/03/1999,06/30/2025,Limited Liability Company,,https://acb.wa.gov/sites/default/files/public/documents/BoardOrders/ACB-1470%20Amended%20-Loveridge%20Hunt%20Co.pdf
"STEWART-LONGHURST PS, CERTIFIED PUBLIC ACCOUNTING",Fairfield,WA,4060,04/26/1999,09/25/2023,P.S. Corporation,,
"ROBERT W. LITTLE, CPA",Seattle,WA,4068,06/09/1999,06/30/2028,Sole Proprietorship,,
"CAROLEE S. RAME, CPA",SAMMAMISH,WA,46415,02/13/2003,06/30/2024,Sole Proprietorship,,
"LAARNI (ANN) GONZALES, CPA, PLLC",University Place,WA,4082,06/22/1999,06/30/2025,Limited Liability Company,,
"JOLENE E. HILLIS, CPA",Kingston,WA,4076,06/29/1999,06/30/2025,Sole Proprietorship,,
JAMES A. PULSIFER,BURIEN,WA,4891,01/11/2006,07/01/2021,Sole Proprietorship,,
"TRACI MCCLURE, CPA",Pasco,WA,4893,01/11/2006,06/30/2027,Sole Proprietorship,,
"VILLBRANDT & STARK & MOORER, PLLC",YAKIMA,WA,5010,12/14/2006,07/01/2021,Limited Liability Company,,
"THOMAS H. SLATER, CPA, P.S.",Vancouver,WA,5018,01/05/2007,06/30/2028,P.S. Corporation,,
"LANDES & CO., PLLC",Olympia,WA,46917,12/28/2006,06/30/2024,Limited Liability Company,,
"DANIEL A. ECKMAN, PC",Vancouver,WA,46916,12/28/2006,06/30/2027,P.S. Corporation,,
"DAVID R. HLEBASKO, PLLC",Bainbridge Island,WA,5019,01/05/2007,06/30/2025,Limited Liability Company,,
"HS MAYKEN CO, LLC",Valleyford,WA,5799,10/11/2012,06/30/2027,Limited Liability Company,,
"TERRY MENSONIDES, CPA",Nampa,ID,5796,09/26/2012,06/30/2024,Sole Proprietorship,,
"JT BOLANDER CPA, LLC",Walla Walla,WA,47687,10/08/2012,06/30/2027,Limited Liability Company,,
"PRICE AND ASSOCIATES CPAS, LLC",TAMPA,FL,47695,10/22/2012,07/01/2021,Limited Liability Company,,
MLJACKSON CPA LLC,KIRKLAND,WA,5798,10/10/2012,07/01/2021,Limited Liability Company,,
"JAMES P. HAAS, CPA LLC",FORT MYERS,FL,5813,11/06/2012,07/10/2020,Limited Liability Company,,
"CARTER SCHWARTZE CPAS, PLLC",Mill Creek,WA,5846,01/24/2013,06/30/2028,Limited Liability Company,,
"ADAMS, BROWN, BERAN & BALL, CHARTERED",GREAT BEND,KS,47755,03/07/2013,06/30/2022,Professional Corporation,,
"MICHELLE HUGHES, CPA",COLBERT,WA,6306,04/21/2016,06/30/2022,Sole Proprietorship,,
SANNESON LLC,LYNNWOOD,WA,6314,05/11/2016,06/30/2022,Limited Liability Company,,
"MARESCOT PALOMINO & ASSOCIATES, PLLC",Seattle,WA,6315,05/16/2016,09/16/2024,Limited Liability Company,,https://acb.wa.gov/sites/default/files/public/documents/BoardOrders/ACB-1561%20Carmelle%20Palomino.pdf
FROULA CPA PLLC,Port Ludlow,WA,6404,04/20/2017,06/30/2026,Limited Liability Company,,
"ROBERT J. DEL MESE, P.S.",Seattle,WA,48304,04/26/2017,06/30/2026,P.S. Corporation,,
"DENA A. HERBOLICH, P.S.",Seattle,WA,6418,04/26/2017,06/30/2026,P.S. Corporation,,
"DUSTIN R. BIRASHK, P.S.",Seattle,WA,6417,04/26/2017,06/30/2026,P.S. Corporation,,
"SHARON L. GREGORY, P.S.",Seattle,WA,6409,04/26/2017,06/30/2026,P.S. Corporation,,
"JASON R. THOMPSON, P.S.",Seattle,WA,6408,04/26/2017,06/30/2026,P.S. Corporation,,
"EASTHAM FOSTER, CPA'S, PS",EVERETT,WA,3250,11/17/1994,07/01/2021,P.S. Corporation,,
"F. JAMES WEINAND & ASSOC., CPA'S, PS",Lakewood,WA,3256,11/28/1994,06/30/2027,P.S. Corporation,,
"OWEN & COMPANY, P.S.",SEATTLE,WA,46656,10/12/2004,06/30/2022,P.S. Corporation,,
MATTHEW D. MOONEY CPA,Maple Valley,WA,4730,09/01/2004,06/30/2028,Sole Proprietorship,,
"S. ABIGAIL LEUNG, CPA",Woodinville,WA,46637,09/13/2004,06/30/2025,Sole Proprietorship,,
"NR SMITH AND ASSOCIATES, PS",OLYMPIA,WA,178,02/01/1976,06/30/2024,P.S. Corporation,,
"LESLIE H. REDD, CPA",Woodinville,WA,3717,06/05/1997,06/30/2025,Sole Proprietorship,,
"MCGRATH & ASSOCIATES, INC., PS",BELLEVUE,WA,3367,07/28/1995,06/30/2022,P.S. Corporation,,
"MONROE BUSINESS SERVICES, INC., PS",Monroe,WA,3721,06/23/1997,06/30/2028,P.S. Corporation,,
"VERNE BENEDICT, JR., CPA",KENMORE,WA,3722,06/26/1997,06/30/2022,Sole Proprietorship,,
"PAULA A. BISHOP, CPA",Bellevue,WA,3724,06/30/1997,06/30/2025,Sole Proprietorship,,
"BUSINESS-TAX AND ACCOUNTING SYSTEMS, INC.",Seattle,WA,5168,06/12/2008,06/30/2026,P.S. Corporation,,
"BRADY T. HATFIELD, CPA PS",SPOKANE VALLEY,WA,47072,06/30/2008,06/30/2020,P.S. Corporation,,
"TED MCELDERRY, CPA",COUNCIL BLUFFS,IA,5177,07/23/2008,06/30/2026,Sole Proprietorship,,
"RAYNER & CHARBONNEAUX, LLC",Normandy Park,WA,47078,07/28/2008,01/31/2023,Limited Liability Company,,
"MUELLER & CO., PS",Buckeye,AZ,5179,08/01/2008,06/30/2023,P.S. Corporation,,
CPA SEATTLE PS,Shoreline,WA,5184,09/05/2008,06/30/2026,P.S. Corporation,,
MILLER ACCOUNTING SERVICES,Bothell,WA,47085,09/17/2008,06/30/2026,Sole Proprietorship,,
"ERICKSON WEALTH & TAX MANAGEMENT CPA, PS",Seattle,WA,5416,04/01/2010,06/30/2025,P.S. Corporation,,
TERRENCE DUNNE CPA,SPOKANE,WA,6668,05/27/2020,06/30/2026,Sole Proprietorship,,
CAMPAGNA AND COMPANY CPAS,Las Vegas,NV,48567,09/22/2020,06/30/2026,Professional Corporation,,
ATWOOD & HILLHOUSE CPAS PS,Spokane,WA,48553,07/09/2020,06/30/2026,Corporation,,
GOODING O'HARA & MACKEY PS,Port Townsend,WA,6669,07/09/2020,06/30/2026,P.S. Corporation,,
"DANA L. FREELAND, CPA",Kent,WA,2697,01/21/1992,06/30/2027,Sole Proprietorship,,
"DAVID B. LAURAE, CPA",KALAHEO,HI,1607,06/02/1988,07/01/2021,Sole Proprietorship,,
"MICHAEL J. PLYMALE, CPA",VANCOUVER,WA,1314,03/31/1986,04/12/2021,P.S. Corporation,,
"STANDLEY & ASSOCIATES, CPAS, PS",Stanwood,WA,956,04/30/1984,06/30/2027,P.S. Corporation,,
"STEVE BRAULT, CPA",North Lakewood,WA,2378,09/17/1990,06/30/2027,Sole Proprietorship,,
"STEVEN J. BAUMGARTNER, CPA",Kenmore,WA,1369,10/21/1986,06/30/2027,Sole Proprietorship,,
"LINDA G. HORNER, CPA, PLLC",WALLA WALLA,WA,46670,11/16/2004,06/30/2028,Limited Liability Company,,
(SN)2 LLC,Sunnyside,WA,4776,12/07/2004,06/30/2025,Limited Liability Company,,
"LISA A. TOM, CPA A PROFESSIONAL CORPORATION",Kalama,WA,4793,01/24/2005,06/30/2026,P.S. Corporation,,
"NELSON CPA, PLLC",Redmond,WA,4778,12/14/2004,06/30/2028,Limited Liability Company,,
"WAYNE E. VINSON, CPA, P.S.",Spokane,WA,4789,01/12/2005,06/30/2026,P.S. Corporation,,
"MELANG, HOPPS & COMPANY PLLC",Bellevue,WA,4791,01/12/2005,06/30/2026,Limited Liability Company,,
"SETH MILLESON, CPA",Kingston,WA,6101,10/06/2014,06/30/2026,Sole Proprietorship,,
"BLAND & ASSOCIATES, P.C.",Omaha,NE,6102,10/07/2014,06/30/2026,Professional Corporation,,
"SCHULTZ & ASSOCIATES, PS",Poulsbo,WA,6103,10/13/2014,06/30/2026,Professional Corporation,,
"SCOTT C. GLENNIE, LLC",SPOKANE,WA,47992,10/15/2014,06/30/2020,Limited Liability Company,,
"WEBB & CO., CERTIFIED PUBLIC ACCOUNTANTS, P.S.",Wenatchee,WA,6108,10/31/2014,06/30/2026,P.S. Corporation,,
"CAROL FISHER, CPA, PLLC",Twisp,WA,47998,11/12/2014,06/30/2026,Limited Liability Company,,
"DAN LARSON, CPA",Lake Stevens,WA,6110,11/10/2014,06/30/2026,Sole Proprietorship,,
"JEFFIE H. PIKE, CPA",Terry,MT,6112,11/14/2014,01/14/2023,Sole Proprietorship,,
"DeLaVergne & Associates, Inc. P.S.",Federal Way,WA,56710,12/30/2024,06/30/2027,P.S. Corporation,,
"Merri Layman, CPA",Vancouver,WA,56926,01/07/2025,06/30/2028,Corporation,,
"ROBERT O. STRAUSS, CPA",SEATTLE,WA,2242,04/27/1990,07/01/2021,Sole Proprietorship,,
G S Steel PLLC,Oak Harbor,WA,50349,06/11/2021,06/30/2027,Limited Liability Company,,
NW Unger CPA PLLC,Bellevue,WA,51125,12/10/2021,06/30/2024,Limited Liability Company,,
"Vienna Gervais, CPA",Pasco,WA,52237,05/23/2022,06/30/2025,Sole Proprietorship,,
Quattro Tax Services LLC,Bonney Lake,WA,53740,03/20/2023,06/30/2026,Limited Liability Company,,
"Darci M. Boyle, PS",Seattle,WA,53902,04/27/2023,01/10/2025,P.S. Corporation,,
"Sasha N. Correnti, P.S.",Seattle,WA,53904,04/27/2023,06/30/2026,P.S. Corporation,,
"Julie L. Desimone, PS",Seattle,WA,53905,04/27/2023,06/30/2026,P.S. Corporation,,
"Erin E. Clayville, P.S.",Seattle,WA,53903,04/27/2023,06/30/2026,P.S. Corporation,,
Jeffery F Gay PS,Seattle,WA,53906,04/27/2023,06/30/2026,P.S. Corporation,,
"EDWARD A. DAY, CPA",Ellensburg,WA,45102,05/04/1994,06/30/2024,Sole Proprietorship,,
"C. ROBERT MORSEBURG, CPA",Seattle,WA,2234,04/25/1990,06/30/2027,Sole Proprietorship,,
"SHIMIZU & SHIMIZU, CPA'S, PS",BELLEVUE,WA,2766,04/24/1992,07/20/2022,P.S. Corporation,,
"JOYCE L. KELLER, CPA",Yakima,WA,3199,06/20/1994,06/30/2027,Sole Proprietorship,,
"OTIS C. HENDERSON, CPA",CHELAN,WA,3202,07/01/1994,04/05/2021,Sole Proprietorship,,
"WARREN AVERETT, LLC",Birmingham,AL,6090,08/29/2014,06/30/2023,Limited Liability Company,,
TJ CPA PC,Vancouver,WA,6096,09/15/2014,06/30/2026,P.S. Corporation,,
"RAMEZ S. FARAG, CPA, PS, INC",KENNEWICK,WA,47983,09/12/2014,06/30/2020,P.S. Corporation,,
"STAR J. FISCHER, P.S.",Seattle,WA,6412,04/26/2017,06/30/2026,P.S. Corporation,,
"TRICIA L. GALVANO, P.S.",Seattle,WA,6411,04/26/2017,06/30/2026,P.S. Corporation,,
"ADAM B. CLINE, P.S.",Seattle,WA,6410,04/26/2017,06/30/2026,P.S. Corporation,,
"KIMBERLY A. KOCH, P.S.",Seattle,WA,48289,04/26/2017,06/30/2026,P.S. Corporation,,
"KRISTINE M. HOEFLIN, P.S.",Seattle,WA,6407,04/26/2017,06/30/2026,P.S. Corporation,,
GARABEY FINANCIAL SOLUTIONS,Renton,WA,6595,03/18/2019,06/30/2025,Limited Liability Company,,
RAYMOND LYLE CPA PLLC,Seattle,WA,6596,03/26/2019,06/30/2028,Limited Liability Company,,
"CHI-HUNG LEE, CPA, PLLC",Seattle,WA,56165,07/22/2024,06/30/2027,Limited Liability Company,,
KRONA & KRONA,Snoqualmie,WA,51,03/18/1966,06/30/2027,P.S. Corporation,,
"THOMAS D. BRADLEY, PS",Chehalis,WA,1216,07/08/1985,06/30/2022,P.S. Corporation,,
"BREWER CALEY, CPAS, P.S.",Vancouver,WA,815,04/30/1984,06/30/2027,P.S. Corporation,,
"DOUGLAS BRICKLEY, CPA",Bainbridge Island,WA,2197,04/02/1990,06/30/2027,Sole Proprietorship,,
"VANDER WEGEN & ASSOC., INC, PS",Shelton,WA,215,07/01/1982,06/30/2027,P.S. Corporation,,
"JAMES C. LINN, CPA",YAKIMA,WA,1517,10/21/1987,06/30/2025,Sole Proprietorship,,
"CHRISTOPHER A. TAYLOR, CPA",Eveleth,MN,2065,11/02/1989,06/30/2022,Sole Proprietorship,,
"WILLIAM B. HONDLE, CPA, PLLC",Puyallup,WA,46551,02/11/2004,06/30/2025,Limited Liability Company,,
BIVENS & WILSON P.S.,Ellensburg,WA,46550,02/11/2004,06/30/2026,P.S. Corporation,,
"FRANK J. KUNTZ, CPA, PS",Wenatchee,WA,4647,02/11/2004,06/30/2028,P.S. Corporation,,
"WILLIAMS & CALLAN, PLLC",Vashon,WA,46553,02/19/2004,07/29/2021,Limited Liability Company,,
"MARY HOSHIZAKI, CPA, PLLC",WOODINVILLE,WA,46558,03/02/2004,11/01/2024,Limited Liability Company,,
"DAVID F. TEENY, CPA P.S.",Kenmore,WA,46555,02/19/2004,06/30/2025,P.S. Corporation,,
"DOUGLASS N. MCCLUNG, CPA PC",Vancouver,WA,46554,02/19/2004,06/30/2028,P.S. Corporation,,
CHRIS W. STRAND CPA,North Bend,WA,6088,08/26/2014,06/30/2026,Sole Proprietorship,,
"ANA-MARIA BOTOCAN, CPA",Newcastle,WA,48483,04/08/2019,06/30/2025,Sole Proprietorship,,
"CRAIG HOMCHICK, P.C.",WENATCHEE,WA,6598,04/08/2019,06/30/2022,Professional Corporation,,
TERIE ELLIS CONSULTING PLLC,SELAH,WA,48485,04/08/2019,06/30/2022,Professional Corporation,,
"EILEEN ELAMIN CPA, PLLC",BELLEVUE,WA,6602,04/11/2019,06/30/2022,Limited Liability Company,,
SOLID CHOPS ACCOUNTING LLC,Tacoma,WA,6604,04/22/2019,06/30/2028,Limited Liability Company,,
"DAVID A BUOB,CPA",Edwall,WA,5066,05/10/2007,06/30/2028,Sole Proprietorship,,
"ZENER & COMPANY, PLLC",Sammamish,WA,5577,04/25/2011,06/30/2026,Limited Liability Company,,
"JERRY A. NOESEN, C.P.A.",DEER HARBOR,WA,5580,04/29/2011,06/30/2020,Sole Proprietorship,,
"TAMI R MROZEK CPA, PLLC",Woodinville,WA,5581,05/04/2011,06/30/2026,Limited Liability Company,,
"PATTON & ASSOCIATES, LLC",Walla Walla,WA,5582,05/04/2011,06/30/2026,Limited Liability Company,,
ALLIED FINANCIAL & TAX SERVICES INC,Monroe,WA,47478,05/06/2011,06/30/2026,Corporation,,
"FAIRWOOD FINANCIAL SERVICES, PLLC",Renton,WA,5590,06/15/2011,06/30/2026,Limited Liability Company,,
LESLIE J HUDLOW CPA PS,Kirkland,WA,6239,10/13/2015,06/30/2027,Corporation,,
"JESSE SWORDFISK, CPA",Portland,OR,6580,01/14/2019,06/30/2025,Sole Proprietorship,,
"KAWASAKI TAX AND CONSULTING, PLLC",Newcastle,WA,6581,01/14/2019,06/30/2028,Limited Liability Company,,
"THRIVE, A CERTIFIED PUBLIC ACCOUNTING FIRM",Vancouver,WA,6582,01/14/2019,06/30/2025,Limited Liability Company,,
SRG LLP,ENCINO,CA,48011,12/18/2014,06/30/2020,Limited Liability Partnership,,
RANTA CPA & ASSOCIATES,Seattle,WA,6126,12/18/2014,06/30/2026,Limited Liability Company,,
Shoreline Tax Services LLC,Shoreline,WA,53357,01/17/2023,06/30/2026,Limited Liability Company,,
"Jason Kim, CPA, PS",Lynnwood,WA,53354,01/17/2023,06/30/2026,P.S. Corporation,,
MESSENGER FINANCE CORP.,Edmonds,WA,3339,05/03/1995,06/30/2025,P.S. Corporation,,
"Dendron Studio 26, PLLC",Kirkland,WA,55888,05/24/2024,06/30/2027,Limited Liability Company,,
"Carolee S. Rame, CPA",Sammamish,WA,56098,07/08/2024,06/30/2027,Sole Proprietorship,,
Richard Miller CPA PLLC,REDMOND,WA,56101,07/08/2024,06/30/2027,Limited Liability Company,,
John F Howes CPA,Vancouver,WA,56100,07/08/2024,06/30/2027,Sole Proprietorship,,
"MICHAEL C. BERRY, CPA",Bainbridge Island,WA,1819,02/23/1989,06/30/2028,Sole Proprietorship,,
ILUVTAX.COM,RICHLAND,WA,6247,11/12/2015,06/30/2024,Sole Proprietorship,,
PETER SCHILZ,Bellevue,WA,1634,06/09/1988,06/30/2027,Sole Proprietorship,,
STAUFFER & ASSOCIATES PLLC,Liberty Lake,WA,4154,02/01/2000,06/30/2027,Limited Liability Company,,
"MICHAEL KIM HUTCHINSON, CPA",OLYMPIA,WA,4152,02/16/2000,06/30/2027,Sole Proprietorship,,
"PETERSEN CPAS & ADVISORS, PLLC",Yakima,WA,46061,02/14/2000,06/30/2027,Limited Liability Company,,
VINE DAHLEN PLLC,Lynnwood,WA,4155,03/01/2000,06/30/2027,Limited Liability Company,,
"PAUL LOVELESS, CPA",Puyallup,WA,4159,03/02/2000,06/30/2027,Sole Proprietorship,,
"BUTLER, ROBINSON & ASSOCIATES, PS",SPOKANE VALLEY,WA,4166,04/07/2000,02/17/2022,P.S. Corporation,,
KERRY A WHITE CPA,Tucson,AZ,4191,06/30/2000,06/30/2021,Sole Proprietorship,,
"RUZICKA CPA, PLLC",Olympia,WA,50780,08/27/2021,06/30/2027,Limited Liability Company,,
"Arleen Ibay, CPA",Lakewood,WA,51126,12/14/2021,06/30/2027,Sole Proprietorship,,
"Traner Smith & Co, PLLC",Edmonds,WA,52433,07/07/2022,06/30/2028,Limited Liability Company,,
"Nancy E. Scott, CPA",Port Townsend,WA,53452,01/30/2023,06/30/2026,Sole Proprietorship,,
Colleen Anderson CPA PLLC,Bellevue,WA,50907,09/21/2021,06/30/2027,Limited Liability Company,,
"Jennifer M. Schmidt, PS",Seattle,WA,53920,04/27/2023,06/30/2026,P.S. Corporation,,
"Mark D. Siadal, P.S.",Seattle,WA,53921,04/27/2023,06/30/2026,P.S. Corporation,,
"Matthew A. Stopa, P.S.",Seattle,WA,53922,04/27/2023,06/30/2026,P.S. Corporation,,
"Emily D. Tillis, P.S.",Seattle,WA,53923,04/27/2023,06/30/2026,P.S. Corporation,,
"RICHARD KWON, CPA",Bellevue,WA,4526,02/22/2003,06/30/2027,P.S. Corporation,,
"Inspire Advisors & Certified Public Accountants, P.S.",Aberdeen,WA,56105,07/09/2024,06/30/2027,Corporation,,
Delaine Hess Gruber CPA PLLC,Spokane,WA,56111,07/09/2024,06/30/2027,Limited Liability Company,,
ILUVTAX.COM,Richland,WA,56112,07/09/2024,06/30/2027,Sole Proprietorship,,
Robert P McKinley CPA PC,Spokane Valley,WA,56126,07/11/2024,06/30/2027,Professional Corporation,,
YOUNG S OH CPA P.S. ATTORNEY AT LAW CPA,Lynnwood,WA,56119,07/10/2024,06/30/2027,Corporation,,
"Scott Kingsbury, CPA P.S.",federal way,WA,56169,07/22/2024,06/30/2027,P.S. Corporation,,
FUTCHER GROUP,Kelso,WA,4670,04/19/2004,06/30/2025,P.S. Corporation,,
"Blantyre Business Services, PLLC",Mill Creek,WA,56222,07/30/2024,06/30/2027,Limited Liability Company,,
"Terry J Campbell, PLLC",Mukilteo,WA,56273,08/07/2024,06/30/2027,Limited Liability Partnership,,
"Zee CPA, LLC",Liberty Lake,WA,56212,07/29/2024,06/30/2027,Limited Liability Company,,
"KOVARIK & KIM, P.L.L.C.",Bellevue,WA,46299,04/05/2002,06/30/2026,Limited Liability Company,,
"BAKER & GILES, PS",Pasco,WA,8,03/20/1964,06/30/2027,P.S. Corporation,,
"ERV OTIS, CPA",SNOHOMISH,WA,5858,01/29/2013,11/16/2023,Sole Proprietorship,,
JAY D LYONS CPA PS,Arlington,WA,5857,01/29/2013,06/30/2025,P.S. Corporation,,
CHARLES J DYER,ANACORTES,WA,47750,02/12/2013,06/30/2022,Sole Proprietorship,,
SARA STAYTE CPA,Seattle,WA,5864,02/15/2013,06/30/2028,Sole Proprietorship,,
KRIS WILSON CPA PS,Redmond,WA,5865,02/15/2013,06/30/2028,P.S. Corporation,,
"CYNTHIA A BROG ACCOUNTING SERVICES, LLC",Bellevue,WA,5866,02/26/2013,06/30/2028,Limited Liability Company,,
GARY MCGEE & CO. LLP,Portland,OR,5868,03/12/2013,06/30/2028,Limited Liability Partnership,,
"J K BAERWALD, CPA",BOTHELL,WA,5869,03/15/2013,06/30/2028,Sole Proprietorship,,
HAYNIE & COMPANY,Salt Lake City,UT,47763,04/12/2013,06/30/2028,Professional Corporation,,
HOOD & STRONG LLP,San Francisco,CA,5870,03/22/2013,06/30/2025,Limited Liability Partnership,,
"LAWS & ASSOCIATES CPA'S, INC.",Tacoma,WA,47762,04/09/2013,06/30/2028,Corporation,,
"RF Company CPA's, P.S.",Lakewood,WA,4450,08/20/2002,06/30/2026,P.S. Corporation,,
"STEPHEN ANGOVE, CPA P.S.",Rochester,WA,6308,04/25/2016,06/30/2028,P.S. Corporation,,
WHATCOM CPA GROUP PLLC,Bellingham,WA,6317,05/16/2016,06/30/2025,Limited Liability Company,,
"TRANS-PACIFIC ACCOUNTING AND BUSINESS CONSULTING, LLC",Bellevue,WA,6318,05/16/2016,06/30/2028,Limited Liability Company,,
"EKL ACCOUNTING SOLUTIONS, PLLC",MOSSYROCK,WA,6326,06/10/2016,06/30/2028,Limited Liability Company,,
"SHAWN M. BUNCE, JD, CPA, LAW OFFICE, PLLC",Puyallup,WA,6329,06/17/2016,06/30/2028,Limited Liability Company,,
YK TAX & ACCOUNTING PLLC,KIRKLAND,WA,48215,07/07/2016,06/30/2028,Limited Liability Company,,
DN WEBB CPA,Everson,WA,6340,08/10/2016,06/30/2028,Sole Proprietorship,,
BOB BLANCHARD CPA,VANCOUVER,WA,3642,03/17/1997,07/01/2021,Sole Proprietorship,,
SUE KATSEL CPA,AUBURN,WA,4354,01/03/2002,06/30/2023,Sole Proprietorship,,
"BRUCE V. TUCKER, CPA, PC",White Salmon,WA,4378,06/26/2002,06/30/2026,P.S. Corporation,,
CARROTHERS & CO,SEATTLE,WA,4371,02/07/2002,06/30/2026,Limited Liability Company,,
"SOL DIAEZE, CPA",Spanaway,WA,4391,04/05/2002,06/30/2026,Sole Proprietorship,,
"LBMC, PC",Brentwood,TN,56139,07/16/2024,06/30/2027,Corporation,,
AHN TAX & BUSINESS ADVISORS PLLC,Bellingham,WA,48138,11/24/2015,06/30/2024,Limited Liability Company,,
"ELAINE E FORNEY, CPA",North Kingstown,RI,6276,01/14/2016,06/30/2028,Sole Proprietorship,,
"Chatters. Metzger & Co., PLLC",COEUR D ALENE,ID,6258,12/07/2015,07/01/2021,Limited Liability Company,,
"MAAS CPA, PLLC",Everson,WA,6257,12/04/2015,06/30/2027,Limited Liability Company,,
"HALE & ASSOCIATES, PS",Kent,WA,6265,12/18/2015,06/30/2021,P.S. Corporation,,
Innovative Accounting and Tax Solutions LLC,Auburn,WA,6261,12/11/2015,06/30/2027,Limited Liability Company,,
REESE TAX & ACCOUNTING,SPOKANE,WA,6654,04/20/2020,06/30/2023,Corporation,,
Donald G Watts CPA,Everett,WA,52132,05/02/2022,06/30/2025,Sole Proprietorship,,
Emerald City Accounting,Seattle,WA,50800,08/31/2021,06/30/2027,Limited Liability Company,,
"The Nash Group P.S., Certified Public Accountants",Fircrest,WA,50637,08/03/2021,06/30/2027,P.S. Corporation,,
"UNSWERVING CONSULTING, P.C.",Bellevue,WA,50706,08/17/2021,03/21/2022,P.S. Corporation,,
MLWALKER & COMPANY PLLC,Lynnwood,WA,50908,09/21/2021,06/30/2027,Professional Corporation,,
CPA Compilation Services,Issaquah,WA,50941,09/24/2021,06/30/2024,Limited Liability Company,,
